"Activity" "Subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"WALKING_DOWNSTAIRS" 2 0.290229993020833 -0.0167519664941667 -0.105667278639583 0.0779811593236742 0.0961943150126136 -0.196379464485227 0.922429557727273 -0.179716105825758 -0.025108204369697 -0.950604743409091 -0.935054737083333 -0.917765408560606 0.0893773387804356 0.00288151199899621 -0.00772791363039773 -0.0783380952197538 -0.061391246229358 -0.372317861765284 -0.0805477023799716 -0.0460798970481231 0.105837316606837 -0.329850860945644 -0.34637125013447 -0.289398781732955 -0.0797682790664015 -0.048528990336553 -0.0559552754283901 -0.328715531798674 -0.469922244641098 -0.356885674596402 0.0899336402725379 0.106281467106023 0.0899336402725379 0.106281467106023 -0.126093296779356 -0.0281006711481818 -0.137839361860473 -0.250087416499583 -0.41394249633428 -0.428363481902083 0.0131841376795833 0.0880456318863636 -0.204497222724621 0.0981238774152652 0.028499589850928 -0.25943176762822 -0.422515545481061 -0.0102065585082955 0.106570040911534 -0.110167909451191 -0.099768533257197 -0.317203064051515 -0.12960292990303 -0.0852297107454545 -0.426893649819205 -0.327266663774621 -0.381017597466667 -0.265578676792708 -0.186850455501515 -0.323646096786174 -0.18749027891572 -0.378810997714962 -0.369949802144697 -0.392818026598485 -0.136522171471951 -0.0492486936149432 -0.0289160026606723 0.119950908903561 -0.0763048307329545 0.000240378497291667 -0.0210736591861553 -0.0473927435832386 0.0164682493988447 -0.287504895216856 -0.359963824410473 0.0636520363419867 -0.431767741513636 -0.466588379145076 0.0814666345704754
"WALKING_UPSTAIRS" 2 0.262355519833743 -0.0264837051 -0.124299560861863 -0.231883170413761 -0.0202349296428295 -0.18443551687645 0.867569126502636 -0.301180577135325 -0.150484601569649 -0.947070668453427 -0.929403715676626 -0.905775795483304 0.0821105185527065 0.00515309585407733 -0.00965211081741652 -0.34967418991775 -0.354642976514938 -0.59731411427065 0.0258789555176801 -0.0954767207617575 0.0590026698453779 -0.49049874322478 -0.407906381194183 -0.194828618141687 -0.118982371936063 -0.0374991159694903 -0.0575968298337434 -0.550345018347979 -0.657853747592267 -0.564783383626011 -0.103082168861511 -0.252078798109842 -0.103082168861511 -0.252078798109842 -0.389005418301055 -0.360011373262566 -0.203813198913796 -0.377992050050439 -0.607754455096661 -0.654771437908612 -0.284813149889631 -0.141094183446661 -0.345867058062566 -0.213767066345518 -0.0244528704223023 -0.168387913772355 -0.422124788552724 -0.175653699586467 -0.228144090447155 -0.368752390201757 -0.370963136033743 -0.5583175756942 -0.389809678180228 -0.382830574893181 -0.635508765518453 -0.285413950677329 -0.422344345228295 -0.419370808254306 -0.406606347293146 -0.478299404465905 -0.284115199659227 -0.520356792727592 -0.37964749813884 -0.243538980320738 -0.185178097881617 -0.237731203821529 -0.277082257656661 -0.252769944520738 -0.369689789342707 -0.0218421098738313 -0.33131484694833 -0.404656612119859 0.0734300576137786 -0.474624752418278 -0.425537826977153 -0.119336483610018 -0.648757398629174 -0.68885493943761 0.0927484754638664
"LAYING" 3 0.278442559924242 -0.0192175057393939 -0.102550758639394 -0.979375209924242 -0.957891632045455 -0.96546924780303 -0.296368700833333 0.781683920606061 0.590922289621212 -0.980948726969697 -0.985300913030303 -0.974600639848485 0.0760470124621212 0.0121940575811364 -0.00224455545303409 -0.979068044015152 -0.969951131818182 -0.980727491136364 -0.0239798703034091 -0.0741293852310606 0.114585438871212 -0.974077531818182 -0.971316830606061 -0.966360520378788 -0.101228591128788 -0.0387175455886364 -0.0638761919090909 -0.982156699621212 -0.983365790530303 -0.981975716287879 -0.971220926969697 -0.962070306439394 -0.971220926969697 -0.962070306439394 -0.97935107719697 -0.972685460530303 -0.957249689924242 -0.952678543560606 -0.985850709848485 -0.979447225984848 -0.977549755378788 -0.960535895151515 -0.969387365151515 -0.980166804848485 -0.958507223181818 -0.9653520975 -0.152970822957576 0.149432001477273 0.224023684982576 -0.978590694318182 -0.970313413939394 -0.977271627121212 -0.981652686060606 -0.971781231515152 -0.982953384924242 0.104419249563636 -0.0814718888319697 0.0555498390227879 -0.971027302954545 -0.972834117954545 -0.965118309469697 -0.975192022272727 -0.970722768106061 -0.96987781530303 -0.0737120438143939 -0.139765288766667 0.105146443592273 -0.964101230984848 -0.966070759318182 0.204656010193182 -0.972767605606061 -0.97147786280303 0.203351260120455 -0.963215612651515 -0.953958382651515 -0.0533028795075758 -0.980854129318182 -0.978810107651515 0.10887073047197
"SITTING" 3 0.263255370179825 -0.00597446772631579 -0.0989874519061403 -0.977869617807018 -0.90080052877193 -0.916195435789474 0.859969518333333 0.120388211083614 0.250917223929825 -0.968767403245614 -0.934073661842105 -0.929769295263158 0.0744567518780702 0.00654951328605263 -0.00344387269877193 -0.982297439473684 -0.968201139385965 -0.982005202368421 -0.03707143205 -0.0747583575859649 0.0810614805505263 -0.977779240964912 -0.962053039912281 -0.941989573596491 -0.0990727527807018 -0.0386482546178947 -0.0534674063225439 -0.984142885350877 -0.986171309385965 -0.981568470175439 -0.929159139824561 -0.909785783596491 -0.929159139824561 -0.909785783596491 -0.97926088245614 -0.977159456666667 -0.939201416140351 -0.944620186561404 -0.986558041842105 -0.984662746491228 -0.978233119298246 -0.92571857622807 -0.944248822280702 -0.977928315964912 -0.895523105438596 -0.908854431403509 -0.0524551355842105 0.000864188078070179 0.0722883624035088 -0.982469262807018 -0.968438617017544 -0.979075704912281 -0.983752919385965 -0.970297741842105 -0.983583446578947 0.17274369454386 -0.113247117762281 -0.0316411000335965 -0.973585789473684 -0.97022271377193 -0.949222058333333 -0.979146816403509 -0.95820724868421 -0.94514089754386 0.0153811602868421 -0.245847846529825 -0.0450758453008772 -0.934499191140351 -0.912107843947368 0.0512380133298246 -0.976732060438597 -0.976753226403509 0.304184464416667 -0.961464093070175 -0.943975831736842 -0.132430420017544 -0.985431962982456 -0.984443404035088 0.157598785217544
"STANDING" 3 0.278604054666667 -0.0156546993666667 -0.10512951217435 -0.97206084425 -0.892566873666667 -0.912122876166667 0.951514359083333 -0.202694619975 0.0245375937575 -0.9891006695 -0.957779538916667 -0.93850909125 0.0751644931740833 0.00986492733008333 -0.00316485066260833 -0.962664081833333 -0.949372566083333 -0.9710131615 -0.0261136365875 -0.0627007878533333 0.0732744631666667 -0.905844153666667 -0.93413937525 -0.92144546125 -0.0995860111041667 -0.0455376560708333 -0.046770737475 -0.950368513083333 -0.968286866583333 -0.96446473575 -0.927959340666667 -0.915844979666667 -0.927959340666667 -0.915844979666667 -0.965165170666667 -0.949749555333333 -0.902808280333333 -0.884643742333333 -0.967578507333333 -0.9568517535 -0.9659696415 -0.913680239416667 -0.938810571416667 -0.975091470833333 -0.889060744833333 -0.906023311 -0.0704332378366667 -0.182105977558333 -0.0102624643253333 -0.96267730025 -0.950350289583333 -0.966086118 -0.966296776833333 -0.952058005416667 -0.974788824 0.0680129586253333 -0.2620074624075 -0.0869467597416667 -0.908392056416667 -0.941604016416667 -0.926805117916667 -0.90677081375 -0.931161659 -0.927331756833333 -0.344513311999167 -0.309293812846667 -0.238713037239333 -0.9294658705 -0.921785511833333 -0.05499008619 -0.950953123916667 -0.94743638875 0.090315298135 -0.915534497833333 -0.886110702083333 -0.313994895515 -0.959796021083333 -0.95608264525 -0.0752499120249167
"WALKING" 3 0.276010992439024 -0.0173941138506504 -0.105249982262602 -0.352978195121951 -0.124681034082927 -0.246348671739837 0.951679121382114 -0.20686184804878 -0.0671985194545529 -0.978818395528455 -0.966488647398374 -0.947793670325203 0.0748130969563415 0.0163512045162602 -0.00655943673495935 -0.324548622235772 -0.164259321021951 -0.52518752300813 -0.0363734547130081 -0.0710462314203252 0.0827269270211382 -0.474660756829268 -0.262681532196748 -0.321263571365854 -0.0910883643853659 -0.0508972408699187 -0.0473172388565041 -0.425251896666667 -0.564329432764228 -0.504716165934959 -0.223220662382114 -0.345045935528455 -0.223220662382114 -0.345045935528455 -0.318112209837398 -0.252918414381301 -0.232069487183008 -0.405793432227642 -0.516425285203252 -0.556594091300813 -0.334998389325203 -0.140782312219512 -0.35804084300813 -0.361125045691057 -0.172439176870732 -0.248685536634146 -0.299323879820325 0.0971667169626829 -0.0089630201399187 -0.349560924308943 -0.22454183404065 -0.489243552601626 -0.359239069837398 -0.155617605480569 -0.56037687504065 -0.243963663089431 -0.267213603585366 -0.269941753058537 -0.404338811626016 -0.357740515874878 -0.327878804471545 -0.500927983252032 -0.217764867963415 -0.383155986138211 -0.0938333776097561 -0.21911341670813 -0.159786672062602 -0.317686782764228 -0.46349650699187 0.0790505788658537 -0.271536997878049 -0.23606786604439 0.00553002812495935 -0.458034292113821 -0.473524586585366 0.0489205646195122 -0.575975686422764 -0.56467275902439 0.0756644103699187
"WALKING_DOWNSTAIRS" 3 0.287266404162162 -0.018284641170991 -0.107112586674775 -0.0576112787567568 -0.0298618227603604 -0.281269052495495 0.949638397027027 -0.171789860882883 -0.0290917005509009 -0.954992787837838 -0.93078126036036 -0.887501001441441 0.0814077691234234 0.000619634246846846 -0.00750275254135135 -0.164470009698198 -0.157920707572072 -0.513273661441441 -0.0997275370901802 -0.0448662285540541 0.104696130820721 -0.264038317677477 -0.400762241657658 -0.360234622576577 -0.0687797883459459 -0.0450350471288288 -0.048735466345045 -0.429278147702703 -0.643439552792793 -0.444021641018018 -0.0486126571072072 -0.0257418727855856 -0.0486126571072072 -0.0257418727855856 -0.25467143050991 -0.110869796963964 -0.14840310300991 -0.22483358445045 -0.545303654774775 -0.602766575675676 -0.0783632014531531 -0.015499760390991 -0.32268779309009 -0.0515246685740541 -0.100643491596396 -0.315809168926126 -0.402631526322523 -0.012445435327027 -0.00103417661279279 -0.171244144182883 -0.185680549331532 -0.456798307297297 -0.234905146473874 -0.186661882495829 -0.569951906666667 -0.272897337851351 -0.394579681468468 -0.215169255609009 -0.203910658385586 -0.433982445585586 -0.281001296908108 -0.291737434184414 -0.387000179072072 -0.449510115945946 -0.29164226829009 -0.208555038752252 -0.101008470255856 0.0150668315297297 -0.202953175013964 -0.0210793663333333 -0.0921984478522523 -0.144592063052971 -0.0507360511801802 -0.34600306643991 -0.283297632824324 -0.121077219999629 -0.59934656972973 -0.636413285045045 0.0415780126657658
"WALKING_UPSTAIRS" 3 0.266374106919355 -0.0286997706805645 -0.117735193856452 -0.332718336370968 -0.0612029713354839 -0.162854672683226 0.908850094193548 -0.300970097258065 -0.0891354880213065 -0.949278983225807 -0.91250352516129 -0.884797518225806 0.0507061309854839 0.0170209935254839 0.0183726045790323 -0.498756658225806 -0.427565216112097 -0.736538569758065 0.0324862931451613 -0.107134604459677 0.0529645748683871 -0.475852865633065 -0.321330304400806 -0.345158013653226 -0.111790730533871 -0.0264470533096774 -0.0427926865112903 -0.630707210806452 -0.758770780322581 -0.62151123516129 -0.159699109070806 -0.330354447991935 -0.159699109070806 -0.330354447991935 -0.520614313548387 -0.503400530887097 -0.224810732209677 -0.283293486040323 -0.690270478790323 -0.747598352177419 -0.406890583120968 -0.193610084525806 -0.432693280483871 -0.306786868540323 -0.0584983819612903 -0.103249632097903 -0.528876865080645 -0.22257694253629 -0.401217776762097 -0.516304204596774 -0.445825354441855 -0.709022659596774 -0.525823245967742 -0.447798621169355 -0.762843936854839 -0.387291757395161 -0.497273782185484 -0.538855466693548 -0.43578483408871 -0.495113831854839 -0.372496801854839 -0.494604144295968 -0.24100536208629 -0.399818719387097 -0.245876303984677 -0.498352621177419 -0.302082490440323 -0.360276949112903 -0.419957201854839 -0.15239097876129 -0.48466412016129 -0.533169528951613 0.017646878816129 -0.480107106612903 -0.291221164825 -0.323932407307258 -0.746807486370968 -0.766932946532258 -0.00157995372580645
"LAYING" 4 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.420664662222222 0.915165104259259 0.341531310555556 -0.921199965925926 -0.969816635740741 -0.976176608888889 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.978302781111111 -0.942209488333333 -0.978511984259259 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.973102422222222 -0.961109291851852 -0.962073755 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.975103204259259 -0.986855629814815 -0.983965359814815 -0.954557603148148 -0.931292216611111 -0.954557603148148 -0.931292216611111 -0.970095771666667 -0.960786430740741 -0.930236462592593 -0.947031781666667 -0.985068502037037 -0.982698213703704 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.952464881481481 -0.946380971111111 -0.962154454259259 -0.274194618766667 0.366231448994444 0.201329591976111 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.980079292592593 -0.944366881666667 -0.980261236296296 0.182436483157407 0.0987428836296296 0.0770211165 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.975094739444444 -0.956182500185185 -0.965807466666667 -0.0660921823944444 -0.526889995562963 0.152886311603704 -0.939389701296296 -0.937187975962963 0.241697899814815 -0.96228712537037 -0.958037119259259 0.274027349574074 -0.961556660185185 -0.947100325185185 -0.259851969798148 -0.983609073333333 -0.982543631666667 0.202949381537037
"SITTING" 4 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 0.8693030064 0.211622539936894 0.11012048108 -0.9814052948 -0.93272710386 -0.9509492546 0.0784500239 -0.0108582171094 -0.0121499951596 -0.9767421962 -0.9445961056 -0.9790387658 -0.04944351156 -0.08943006108 0.10115033478 -0.9701317904 -0.9584681204 -0.9279722294 -0.09694948424 -0.041848389996 -0.0489964351672 -0.9698997312 -0.984441358 -0.9688048316 -0.93569482 -0.9144078448 -0.93569482 -0.9144078448 -0.9701322836 -0.9625491104 -0.9260633138 -0.928898293 -0.9804904618 -0.9758066902 -0.9774624984 -0.9057829318 -0.9517837432 -0.9819081892 -0.8894673494 -0.9269993168 0.037381761194 0.07878600934 0.01209426602 -0.9768457126 -0.9442983908 -0.9751549056 -0.9787769122 -0.949293158 -0.9816994482 0.2130199199042 -0.075289966262 0.012245576986 -0.9605896358 -0.9675836478 -0.9337768922 -0.973333107 -0.954120419 -0.9328683544 0.1090926580982 -0.394745539548 -0.1457260342 -0.929002095 -0.9198157096 0.028092110644 -0.9625007338 -0.9615845194 0.22719801466 -0.9487697524 -0.9288505544 -0.20008475764 -0.9765477634 -0.9762617538 0.08593420296
"STANDING" 4 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857 0.95619779125 -0.0759009061071429 0.166893825946429 -0.972908355892857 -0.917613464821429 -0.899404775267857 0.0721328379857143 -0.00653015693773214 -0.0211889890567857 -0.972586541964286 -0.938354677857143 -0.973054201071429 -0.0306449342357143 -0.061824850625 0.0755636430892857 -0.909687974464286 -0.949227146964286 -0.909995038571429 -0.103057894142857 -0.0461257201357143 -0.0490753497867857 -0.949633878571429 -0.976065174642857 -0.957982019464286 -0.906478051785714 -0.890976683392857 -0.906478051785714 -0.890976683392857 -0.963370738392857 -0.958159482142857 -0.900982100535714 -0.885144317678571 -0.967614073928571 -0.964282784285714 -0.973497549642857 -0.889549205 -0.93164342125 -0.978737637678571 -0.857380281803571 -0.887554317678571 0.0620999958378571 -0.0669875048642857 -0.0377822772491071 -0.972310894285714 -0.937624242142857 -0.968648411607143 -0.975706723571429 -0.944075308928571 -0.976229505535714 0.2722139805 -0.126450632983929 0.0711056632839286 -0.905464161964286 -0.955992945178571 -0.915280955357143 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.2748096406875 -0.364372374642857 -0.223109154546429 -0.917614014821429 -0.895340042142857 -0.102971757742857 -0.956139283571429 -0.96003249875 0.201262207319643 -0.914209165714286 -0.887194404285714 -0.286128312085714 -0.964471139464286 -0.9664302175 0.0609850024464286
"WALKING" 4 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 -0.0788267367683333 -0.586252806833333 0.963999696833333 -0.0858540265666667 0.127764112666667 -0.983826494833333 -0.967963221 -0.962968112 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.297042612533333 -0.221165131581667 -0.7513913825 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.500916659 -0.665394092833333 -0.662608226 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.492341066833333 -0.807419937 -0.640454132833333 -0.312050574166667 -0.527679103166667 -0.312050574166667 -0.527679103166667 -0.366700879833333 -0.316918956 -0.49779220106 -0.553116111166667 -0.6813040365 -0.7301463685 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.101799450565167 -0.594198325666667 -0.13859163673 0.0123477342916667 -0.0787892636928333 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.29732607245 -0.2099000063 -0.772359087333333 -0.1352803947515 -0.385880862833333 -0.325737503675 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.542646759 -0.654657770166667 -0.716458475166667 -0.12715408578 -0.27466563765 0.149851534733333 -0.450804558333333 -0.651172628166667 0.382096409966667 -0.318587811 -0.320458701 0.111486484954333 -0.609285588016667 -0.593937200833333 0.0697301245295 -0.724327420666667 -0.757768081166667 0.26535537398
"WALKING_DOWNSTAIRS" 4 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 0.947731858666667 -0.0620852772955556 0.148714808888889 -0.955258881333333 -0.932066041111111 -0.937753794444444 0.0971862748866667 0.00563780215111111 -0.00729137766444444 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 -0.816858240222222 -0.325780073711111 -0.0491616726733333 -0.0819559041111111 -0.0491616726733333 -0.0819559041111111 -0.228851413747333 -0.216858921977778 -0.3466062928 -0.3805726254 -0.592843014888889 -0.637079543555556 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.32253131772 -0.512694303111111 -0.342285696395556 0.213581745013333 0.0478375669635111 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.177202094317778 -0.668867334444444 -0.179115175957778 -0.181293185048889 -0.169702261222222 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.691518367333333 -0.621658471333333 -0.127145376957778 -0.185485631124444 0.3770740968 -0.01907433524 -0.263644030288889 0.101078170917778 -0.175295286557778 -0.280426776955556 0.0926236938266667 -0.429213369555556 -0.457674088 0.0600292045888889 -0.621752455777778 -0.685470931777778 0.144436925733333
"WALKING_UPSTAIRS" 4 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 0.946264314423077 -0.232944304615385 0.0841675382884615 -0.958495235576923 -0.923376019038462 -0.919619453269231 0.0560971909634615 0.0234018993153846 0.00340280836730769 -0.380488027307692 -0.281543175326923 -0.726495311923077 0.0393825198942308 -0.0859471683596154 0.0843753843384615 -0.454431043269231 -0.551185569230769 -0.360811047884615 -0.1314720713 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 -0.840722752692308 -0.556236584807692 -0.153703935357692 -0.212012300480769 -0.153703935357692 -0.212012300480769 -0.400922254807692 -0.437261477884615 -0.299779407884615 -0.510974134423077 -0.686978374423077 -0.755270457692308 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.101434446040385 -0.345109817692308 -0.486811749615385 -0.0662348475480769 -0.230536706554615 -0.418304647307692 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.314525030788462 -0.762772175 -0.379653611346154 -0.39270192625 -0.319649297096154 -0.3710689925 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.489824279230769 -0.424533512307692 -0.206073104096154 -0.491527600961538 -0.130134208057692 -0.276825498230769 -0.301005898461538 -0.108017171661154 -0.397406285 -0.497324087307692 0.0497462736942308 -0.575794072115385 -0.552489628846154 -0.150274479246154 -0.740749226346154 -0.794209483076923 0.179517012258654
"LAYING" 5 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.483470597692308 0.954890346153846 0.263644691923077 -0.945695336153846 -0.985964053846154 -0.977076645 0.0848164824230769 0.00747460829615385 -0.00304067159653846 -0.983307862115385 -0.964560430961538 -0.985419368461538 -0.0218935013501923 -0.0798709596153846 0.159894366942308 -0.979498706538461 -0.977427370576923 -0.960583776923077 -0.102114125 -0.0404446925288462 -0.07083096875 -0.983422257692308 -0.983759479230769 -0.989679592307692 -0.966777882884615 -0.958612786346154 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138 -0.968741678461538 -0.965419520961538 -0.977007724615385 -0.964953893653846 -0.972909186730769 -0.965882191153846 -0.135632454076923 0.466528231788462 0.132310871284615 -0.982689657115385 -0.965328566153846 -0.983250309423077 -0.985625270384615 -0.96624258 -0.986135599038461 0.239915157321154 0.195677336307692 0.0916938788480769 -0.975797491730769 -0.978249645769231 -0.963202948461538 -0.980705769807692 -0.977257800961538 -0.963305738076923 -0.0227235857115385 0.06812484775 0.0413600281009615 -0.962234984038462 -0.962525369423077 0.292032094967308 -0.977356379807692 -0.976381934807692 0.197005001461538 -0.968257068846154 -0.959263063269231 0.102441765923077 -0.984618025769231 -0.983434493076923 0.0247367106615385
"SITTING" 5 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 0.880731443863636 0.168445524 0.143006857611364 -0.983137541590909 -0.939942979795454 -0.945008999545455 0.0749577410909091 -0.00278773346136363 0.00338609594827273 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.966225485 -0.950064068181818 -0.940637937045455 -0.0889747665681818 -0.0454702982386364 -0.0487714733568182 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454545 -0.973848287045455 -0.970392610454546 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.9825908425 -0.9022915301 -0.92184351 -0.0209330490795455 0.0684590033636364 0.0403161796295455 -0.976024951136364 -0.954237489772727 -0.969501330681818 -0.976530547272727 -0.954464442045455 -0.97602233 0.0757356169022727 -0.131861736040909 -0.0644960732795455 -0.957117251818182 -0.955460359318182 -0.938003425909091 -0.969390369318182 -0.947571471590909 -0.947346476590909 0.125891358536364 -0.187706341013636 0.0966833908409091 -0.936290604545455 -0.925669291136364 0.0586075165227273 -0.964440302272727 -0.966545323409091 0.245936717454545 -0.944760322045455 -0.934746865454545 -0.00578350086590909 -0.971598370227273 -0.970675403409091 0.08129013264
"STANDING" 5 0.282544390892857 -0.00700418554517857 -0.102171095696429 -0.968591815714286 -0.869439913392857 -0.869327321785714 0.960188699107143 -0.03871012665 0.138638436607143 -0.974088206071429 -0.931973943392857 -0.914608495714286 0.0725189859107143 -0.00221990214464286 -0.0122812220569643 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.0322711902673214 -0.050987505 0.0690945763946429 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.0922249863035714 -0.0399108188821429 -0.0422221341625 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.906104701071429 -0.87977380125 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678571 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429 -0.964500917321429 -0.890796360535714 -0.915083799107143 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.0164066779678571 -0.00894413194107143 -0.028287522525 -0.963059235178571 -0.93137020875 -0.958438726607143 -0.965778920714286 -0.936202600714286 -0.96807230125 0.150463078469643 -0.143681804520893 -0.0333637020357143 -0.909661802321429 -0.939373524464286 -0.907190836607143 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.178598410944643 -0.162944927001786 -0.109180363773214 -0.9046413925 -0.886745170714286 -0.0169422323298214 -0.941825903035714 -0.943601960178571 0.140971600726786 -0.904543921607143 -0.868913993928571 -0.157768871232143 -0.952286438035714 -0.946196462857143 -0.0393135966410714
